movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
Power Rangers,"['Action', 'Adventure', 'Fantasy']","A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.","['based on tv series', 'alien', 'training montage', 'interracial friendship', 'good versus evil', 'superhero', 'reboot', 'krispy kreme', 'school bully', 'high school']",Dean Israelite,"['Matt Sazama', 'Burk Sharpless', 'Dacre Montgomery', 'Naomi Scott', 'RJ Cyler']",John Gatins,/title/tt3717490/
Sucker Punch,"['Action', 'Adventure', 'Fantasy']",A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,"['escape', 'alternate reality', 'samurai', 'prostitution', 'girl gang', 'strip club', 'female bonding', 'violence', 'sexual assault', 'stepfather']",Zack Snyder,"['Steve Shibuya', 'Emily Browning', 'Vanessa Hudgens', 'Abbie Cornish', 'Zack Snyder']",Zack Snyder,/title/tt0978764/
X-Men,"['Action', 'Adventure', 'Sci-Fi']","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.","['mutant', 'superhero', 'superhero team', 'logan character', 'erik lehnsherr character', 'professor charles xavier character', 'rogue character', 'scott summers character', 'storm character', 'mystique character']",Bryan Singer,"['Bryan Singer', 'David Hayter', 'Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']",Tom DeSanto,/title/tt0120903/
Don't Breathe 2,"['Action', 'Crime', 'Thriller']","The sequel is set in the years following the initial deadly home invasion, where Norman Nordstrom (Stephen Lang) lives in quiet solace until his past sins catch up to him.","['blind man', 'home invasion', 'ex navy seal', 'sole survivor', 'old blind man', 'murder', 'rottweiler', 'military veteran', 'navy seal', 'abducted child raised by abductor as their own child']",Rodo Sayagues,"['Rodo Sayagues', 'Stephen Lang', 'Madelyn Grace', 'Brendan Sexton III', 'Rodo Sayagues']",Fede Alvarez,/title/tt6246322/
Army of Thieves,"['Action', 'Comedy', 'Crime']","A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.","['prequel', 'safe', 'zombie', 'heist', 'thief', 'apocalypse', 'death', 'outbreak', 'violence', 'defend']",Matthias Schweighöfer,"['Shay Hatten', 'Matthias Schweighöfer', 'Nathalie Emmanuel', 'Ruby O. Fee', 'Matthias Schweighöfer']",Zack Snyder,/title/tt13024674/
Superman,"['Action', 'Adventure', 'Sci-Fi']","An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.","['superhero', 'dc comics', 'year 1978', '1970s', 'hero', 'action hero', 'alien superhero', 'comic relief', 'famous opening theme', 'flying superhero']",Richard Donner,"['Joe Shuster', 'Mario Puzo', 'Christopher Reeve', 'Margot Kidder', 'Gene Hackman']",Jerry Siegel,/title/tt0078346/
The Incredible Hulk,"['Action', 'Adventure', 'Sci-Fi']","Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into whenever he loses his temper.","['marvel cinematic universe', 'bruce banner character', 'the incredible hulk character', 'based on comic', 'reboot of series', 'scene during opening credits', 'shared universe', 'thunderbolt ross character', 'abomination character', 'superhero sci fi']",Louis Leterrier,"['Stan Lee', 'Jack Kirby', 'Edward Norton', 'Liv Tyler', 'Tim Roth']",Zak Penn,/title/tt0800080/
Highlander,"['Action', 'Adventure', 'Fantasy']","An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""Prize"".","['immortal', 'scotland', 'swordsman', 'cult film', 'police', 'head chopped off', 'katana', 'zoo', 'nudity', 'nun']",Russell Mulcahy,"['Peter Bellwood', 'Larry Ferguson', 'Christopher Lambert', 'Sean Connery', 'Clancy Brown']",Gregory Widen,/title/tt0091203/
Kaithi,"['Action', 'Crime', 'Thriller']","Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.",['smuggling'],Lokesh Kanagaraj,"['Pon Parthiban', 'Sanjeev Tiwari', 'Karthi', 'Narain', 'Ramana']",Lokesh Kanagaraj,/title/tt9900782/
Kingdom of Heaven,"['Action', 'Adventure', 'Drama']","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.","['crusader', '12th century', 'jerusalem', 'templar', 'knights templar', 'templar knight', 'sword', 'muslim', 'medieval times', 'palestine']",Ridley Scott,"['Orlando Bloom', 'Eva Green', 'Liam Neeson', 'Ridley Scott', 'William Monahan']",William Monahan,/title/tt0320661/
Greenland,"['Action', 'Drama', 'Sci-Fi']",A family struggles for survival in the face of a cataclysmic natural disaster.,"['natural disaster', 'disaster film', 'apocalypse', 'looting', 'greenland', 'husband wife relationship', 'diabetes', 'military', 'killer comet', 'bunker']",Ric Roman Waugh,"['Gerard Butler', 'Morena Baccarin', 'Roger Dale Floyd', 'Ric Roman Waugh', 'Chris Sparling']",Chris Sparling,/title/tt7737786/
The Legend of Tarzan,"['Action', 'Adventure', 'Drama']","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.","['africa', 'jungle', 'slavery', 'belgian', 'rescue', 'congo', 'jungle warfare', 'geopolitics', 'capture', 'king']",David Yates,"['Craig Brewer', 'Edgar Rice Burroughs', 'Alexander Skarsgård', 'Rory J. Saper', 'Christian Stevens']",Adam Cozad,/title/tt0918940/
The Meg,"['Action', 'Horror', 'Sci-Fi']",A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,"['creature feature', 'prehistoric animal', 'based on novel', 'shark', 'survival', 'megalodon', 'giant shark', 'predator', 'deep sea', 'jaws']",Jon Turteltaub,"['Jon Hoeber', 'Erich Hoeber', 'Jason Statham', 'Bingbing Li', 'Rainn Wilson']",Dean Georgaris,/title/tt4779682/
Game Night,"['Action', 'Adventure', 'Comedy']",A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,"['board game', 'game', 'kidnapping', 'black comedy', 'husband wife relationship', 'dog', 'smuggler', 'game night', 'brother brother relationship', 'plot twist']",John Francis Daley,"['Mark Perez', 'Jason Bateman', 'Rachel McAdams', 'Kyle Chandler', 'John Francis Daley']",Jonathan Goldstein,/title/tt2704998/
X-Men: Apocalypse,"['Action', 'Adventure', 'Sci-Fi']","In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.","['1980s', 'mutant', 'x men', 'superhero team', 'superhero', 'year 1983', 'based on comic book', 'marvel comics', 'comic book', 'good versus evil']",Bryan Singer,"['Bryan Singer', 'Michael Dougherty', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence']",Simon Kinberg,/title/tt3385516/
King Arthur: Legend of the Sword,"['Action', 'Adventure', 'Drama']","Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.","['folklore', 'excalibur', 'tyrant', 'knights of the round table', 'historical fiction', 'arthurian legend', 'camelot', 'prophecy', 'fictional war', 'sword and sorcery']",Guy Ritchie,"['Guy Ritchie', 'Lionel Wigram', 'Charlie Hunnam', 'Astrid Bergès-Frisbey', 'Jude Law']",Joby Harold,/title/tt1972591/
Den of Thieves,"['Action', 'Crime', 'Drama']",An elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew clash as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,"['strip club', 'los angeles california', 'cleavage', 'scantily clad female', 'bare breasts', 'nudity', 'female rear nudity', 'female nudity', 'heist', 'armored truck']",Christian Gudegast,"['Paul T. Scheuring', 'Gerard Butler', 'Pablo Schreiber', ""O'Shea Jackson Jr."", 'Christian Gudegast']",Christian Gudegast,/title/tt1259528/
Face/Off,"['Action', 'Crime', 'Sci-Fi']","To foil a terrorist plot, an FBI agent undergoes facial transplant surgery to assume the identity of the criminal mastermind who murdered his only son, but the criminal wakes up prematurely and seeks revenge.","['face transplant', 'death of child', 'face ripped off', 'severed face', 'face', 'title spoken by character', 'evil man', 'villain', 'cool', 'gangster']",John Woo,"['Michael Colleary', 'John Travolta', 'Nicolas Cage', 'Joan Allen', 'John Woo']",Mike Werb,/title/tt0119094/
Murder Mystery,"['Action', 'Comedy', 'Crime']","A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.","['murder', 'boat', 'detective', 'pokies', 'pumps', 'hairdresser', 'gun', 'flossing teeth', 'note slid under door', 'monaco grand prix']",Kyle Newacheck,"['Adam Sandler', 'Jennifer Aniston', 'Luke Evans', 'Kyle Newacheck', 'James Vanderbilt']",James Vanderbilt,/title/tt1618434/
Snake Eyes,"['Action', 'Adventure', 'Crime']",A G.I. Joe spin-off centered around the character of Snake Eyes.,"['hasbro cinematic universe', 'shared universe', 'spin off', 'prequel', 'ninja', 'origin of hero', 'action hero', 'based on toy', 'based on cartoon', 'based on tv series']",Robert Schwentke,"['Joe Shrapnel', 'Anna Waterhouse', 'Henry Golding', 'Andrew Koji', 'Haruka Abe']",Evan Spiliotopoulos,/title/tt0106660/
From Dusk Till Dawn,"['Action', 'Crime', 'Horror']","Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.","['stripper', 'held hostage', 'u.s. mexico border', 'priest', 'strip club', 'recreational vehicle', 'sexy female vampire', 'rape victim', 'pervert', 'sex offender']",Robert Rodriguez,"['Quentin Tarantino', 'Harvey Keitel', 'George Clooney', 'Juliette Lewis', 'Robert Rodriguez']",Robert Kurtzman,/title/tt0116367/
The Hunger Games: Catching Fire,"['Action', 'Adventure', 'Drama']",Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,"['dictator', 'based on young adult novel', 'female protagonist', 'action heroine', 'katniss everdeen character', 'strong female lead', 'strong female character', 'teenager', 'female warrior', 'military']",Francis Lawrence,"['Michael Arndt', 'Suzanne Collins', 'Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",Simon Beaufoy,/title/tt1951264/
Ocean's Eight,"['Action', 'Comedy', 'Crime']",Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.,"['released from jail', 'female protagonist', 'hacker', 'vomiting', 'diamond necklace', 'israeli spook', 'heist', 'diamond heist', 'museum', 'revenge']",Gary Ross,"['Olivia Milch', 'George Clayton Johnson', 'Sandra Bullock', 'Cate Blanchett', 'Anne Hathaway']",Gary Ross,/title/tt5164214/
RED,"['Action', 'Comedy', 'Crime']","When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.","['spy', 'female assassin', 'tape over mouth', 'tied feet', 'cia agent', 'die hard scenario', 'safe room', 'office cubicle', 'police officer', 'kiss']",Robert Schwentke,"['Erich Hoeber', 'Warren Ellis', 'Bruce Willis', 'Helen Mirren', 'Morgan Freeman']",Jon Hoeber,/title/tt1245526/
The Karate Kid,"['Action', 'Drama', 'Family']",A martial arts master agrees to teach karate to a bullied teenager.,"['karate', 'teenager', 'training', 'martial arts', 'bonsai', 'master apprentice relationship', 'fight', 'paint', 'karate student', 'newcomer']",John G. Avildsen,"['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue', 'John G. Avildsen', 'Robert Mark Kamen']",Robert Mark Kamen,/title/tt0087538/
GoldenEye,"['Action', 'Adventure', 'Thriller']","Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as ""GoldenEye"" and James Bond has to stop them from using it.","['official james bond series', 'official bond film', 'british secret service', 'cossack', 'james bond character', 'evil woman', '007', 'opening action scene', 'returning character with different actor', 'hand to hand combat']",Martin Campbell,"['Michael France', 'Jeffrey Caine', 'Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco']",Ian Fleming,/title/tt0113189/
How to Train Your Dragon,"['Animation', 'Action', 'Adventure']","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","['dragon', 'viking', 'father son relationship', 'village', 'island', 'ship', 'training', 'flying dragon', 'sheep', 'warrior']",Dean DeBlois,"['Will Davies', 'Dean DeBlois', 'Chris Sanders', 'Jay Baruchel', 'Gerard Butler']",Chris Sanders,/title/tt0892769/
Total Recall,"['Action', 'Adventure', 'Sci-Fi']","When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?","['implanted memory', 'false memory', 'space colony', 'ambiguous ending', 'memory', 'three breasted woman', 'mutant', 'future', 'secret agent', 'dystopia']",Paul Verhoeven,"['Ronald Shusett', ""Dan O'Bannon"", 'Arnold Schwarzenegger', 'Sharon Stone', 'Michael Ironside']",Philip K. Dick,/title/tt0100802/
Pineapple Express,"['Action', 'Comedy', 'Crime']",A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,"['stoner', 'falling downhill', 'watching tv', 'man tied up', 'handcuffed man', 'male wears underwear', 'columbia tristar', 'retro version of studio logo', 'female police officer', 'female police officer deceased']",David Gordon Green,"['Evan Goldberg', 'Judd Apatow', 'Seth Rogen', 'James Franco', 'Gary Cole']",Seth Rogen,/title/tt0910936/
Warrior,"['Action', 'Drama', 'Sport']","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","['tournament', 'father son relationship', 'martial arts tournament', 'mixed martial arts', 'brother brother relationship', 'boxing ring', 'bruise', 'original story', 'alcoholic', 'forgiveness']",Gavin O'Connor,"['Anthony Tambakis', 'Cliff Dorfman', 'Tom Hardy', 'Nick Nolte', 'Joel Edgerton']",Gavin O'Connor,/title/tt1291584/
Wolf Hound,"['Action', 'Adventure', 'War']","Inspired by the real-life German special operations unit KG 200 that shot down, repaired, and flew Allied aircraft as Trojan horses, ""Wolf Hound"" takes place in 1944 German-occupied France and follows the daring exploits of Jewish-American fighter pilot Captain David Holden. Ambu... Read all",[],Michael B. Chait,"['Timothy Ritchey', 'James Maslow', 'Trevor Donovan', 'John Turk', 'Michael B. Chait']",Michael B. Chait,/title/tt7319486/
Jack Reacher: Never Go Back,"['Action', 'Crime', 'Drama']",Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name while on the run as a fugitive from the law.,"['sequel', 'literary adaptation', 'second part', 'restaurant kitchen', 'kitchen fight', 'aviophobia', 'assassin', 'rescue', 'prison', 'lawyer']",Edward Zwick,"['Edward Zwick', 'Marshall Herskovitz', 'Tom Cruise', 'Cobie Smulders', 'Aldis Hodge']",Richard Wenk,/title/tt3393786/
Harry Potter and the Order of the Phoenix,"['Action', 'Adventure', 'Family']","With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.","['friendship', 'arthur weasley character', 'argus filch character', 'george weasley character', 'fred weasley character', 'abusive uncle', 'bullying', 'albus dumbledore character', 'dolores umbridge character', 'harry potter movie franchise']",David Yates,"['J.K. Rowling', 'Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'David Yates']",Michael Goldenberg,/title/tt0373889/
Hot Fuzz,"['Action', 'Comedy', 'Mystery']","A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.","['police officer', 'workaholic', 'village', 'police', 'murder', 'law enforcement satire', 'parody', 'greater good', 'slapstick comedy', 'conspiracy']",Edgar Wright,"['Simon Pegg', 'Simon Pegg', 'Nick Frost', 'Martin Freeman', 'Edgar Wright']",Edgar Wright,/title/tt0425112/
Allied,"['Action', 'Drama', 'Romance']","In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.","['nazi', 'spy', 'french', 'betrayal', 'world war two', 'secret mission', 'german spy', 'double agent', 'lesbian', 'childbirth']",Robert Zemeckis,"['Brad Pitt', 'Marion Cotillard', 'Jared Harris', 'Robert Zemeckis', 'Steven Knight']",Steven Knight,/title/tt3640424/
American Made,"['Action', 'Comedy', 'Crime']","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.","['based on real person', 'year 1978', 'colombia', '1980s', 'airplane pilot', 'twa', 'sex scene', 'helicopter', 'pablo escobar', 'reference to pablo escobar']",Doug Liman,"['Tom Cruise', 'Domhnall Gleeson', 'Sarah Wright', 'Doug Liman', 'Gary Spinelli']",Gary Spinelli,/title/tt3532216/
First Blood,"['Action', 'Adventure', 'Thriller']",A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,"['abuse of power', 'vietnam war veteran', 'corrupt sheriff', 'veteran', 'vietnam war', 'corrupt cop', 'bad cop', 'loner', 'suspense', 'two word title']",Ted Kotcheff,"['Michael Kozoll', 'William Sackheim', 'Sylvester Stallone', 'Brian Dennehy', 'Richard Crenna']",David Morrell,/title/tt0083944/
The New Mutants,"['Action', 'Horror', 'Mystery']","Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.","['mutant', 'based on comic book', 'marvel comics', 'x men', 'superheroine', 'coming of age', 'bear', 'superhero team', 'based on comic', 'giant bear']",Josh Boone,"['Knate Lee', 'Maisie Williams', 'Anya Taylor-Joy', 'Charlie Heaton', 'Josh Boone']",Josh Boone,/title/tt4682266/
Eraser,"['Action', 'Crime', 'Thriller']",A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,"['witness protection program', 'rogue agent', 'treason', 'railgun', 'x ray vision', 'assassination attempt', 'corporate crime', 'car bomb', 'betrayal', 'faked death']",Chuck Russell,"['Walon Green', 'Michael S. Chernuchin', 'Arnold Schwarzenegger', 'Vanessa Williams', 'James Caan']",Tony Puryear,/title/tt0116213/
Unlocked,"['Action', 'Thriller']",A CIA interrogator is lured into a ruse that puts London at risk of a biological attack.,"['falling from height', 'virus', 'telephone call', 'terrorist', 'terrorism', 'severed femoral artery', 'leaked information', 'betrayal', 'gun', 'jihadist']",Michael Apted,"['Noomi Rapace', 'Orlando Bloom', 'Toni Collette', 'Michael Apted', ""Peter O'Brien""]",Peter O'Brien,/title/tt1734493/
The Spy Who Never Dies,"['Action', 'Comedy', 'Romance']",A world-class spy falls for an unlikely woman and must work out how to build a relationship with a normal person while others around him try and destroy both the relationship and much more.,"['spy', 'assassin', 'russian']",Corey Pearson,"['Teressa Liane', 'Georgia Walters', 'Cassandra Magrath', 'Corey Pearson', 'Corey Pearson']",Corey Pearson,/title/tt11558688/
Training Day,"['Action', 'Crime', 'Drama']",A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,"['narc', 'day of reckoning', 'die hard scenario', 'wedding ring', 'neo noir', 'threatened with a knife', 'lapd', 'detective', 'rookie', 'vomiting']",Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Antoine Fuqua', 'David Ayer']",David Ayer,/title/tt0139654/
Love and Monsters,"['Action', 'Adventure', 'Comedy']","Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex.","['survival', 'dog', 'monster', 'teenager', 'jungle', 'beach', 'boat', 'orphan', 'apocalypse', 'crossbow']",Michael Matthews,"['Matthew Robinson', ""Dylan O'Brien"", 'Jessica Henwick', 'Michael Rooker', 'Michael Matthews']",Brian Duffield,/title/tt2222042/
The Patriot,"['Action', 'Drama', 'History']",Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,"['american revolution', '18th century', 'british empire', 'british army', 'british redcoat', 'hero', 'standoff', 'father son relationship', 'george washington character', 'explosion']",Roland Emmerich,"['Mel Gibson', 'Heath Ledger', 'Joely Richardson', 'Roland Emmerich', 'Robert Rodat']",Robert Rodat,/title/tt0187393/
Rango,"['Animation', 'Action', 'Adventure']","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.","['anthropomorphism', 'sheriff', 'chameleon', 'lizard', 'duel', 'gunslinger', 'snake', 'posse', 'gun', 'water']",Gore Verbinski,"['Gore Verbinski', 'James Ward Byrkit', 'Johnny Depp', 'Isla Fisher', 'Timothy Olyphant']",John Logan,/title/tt1192628/
Chaos Walking,"['Action', 'Adventure', 'Fantasy']",Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality where all thoughts are seen and heard by everyone.,"['wilderness', 'based on young adult novel', 'mind reading', 'interplanetary', 'alien creature', 'alien', 'based on novel', 'troubled production', 'surrealism', 'gay couple']",Doug Liman,"['Christopher Ford', 'Tom Holland', 'Daisy Ridley', 'Demián Bichir', 'Doug Liman']",Patrick Ness,/title/tt2076822/
Wanted,"['Action', 'Crime', 'Thriller']","A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.","['loom', 'assassin', 'rejuvenation', 'voice over narration', 'secret organization', 'car chase', 'fraternity', 'office worker', 'boss', 'tattooed woman']",Timur Bekmambetov,"['Derek Haas', 'Chris Morgan', 'Angelina Jolie', 'James McAvoy', 'Morgan Freeman']",Michael Brandt,/title/tt0493464/
Rush Hour,"['Action', 'Comedy', 'Crime']","A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.","['child kidnapping', 'chinese mafia', 'gun', 'mobster', 'organized crime', 'triad', 'villain', ""touching someone's breasts"", 'action hero', 'gunfight']",Brett Ratner,"['Jim Kouf', 'Jackie Chan', 'Chris Tucker', 'Ken Leung', 'Brett Ratner']",Ross LaManna,/title/tt0120812/
Endangered Species,"['Action', 'Thriller']","Jack Halsey takes his wife, their adult kids, and a friend for a dream vacation in Kenya. But as they venture off alone into a wilderness park, their safari van is flipped over by an angry rhino, leaving them injured and desperate.","['vacation', 'reference to exxon', 'zebra', 'africa', 'safari', 'family vacation', 'reference to massachusetts institute of technology', 'poacher', 'rhinoceros', 'no cell phone signal']",M.J. Bassett,"['Isabel Bassett', 'Paul Chronnell', 'Rebecca Romijn', 'Philip Winchester', 'Isabel Bassett']",M.J. Bassett,/title/tt13863334/
Spider-Man 2,"['Action', 'Adventure', 'Sci-Fi']",Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,"['peter parker character', 'older actors younger roles', 'aunt may character', 'spider man character', 'ben parker character', 'close up of eye', 'close up of eyes', 'good versus evil', 'profanity', 'wedding dress']",Sam Raimi,"['Steve Ditko', 'Alfred Gough', 'Tobey Maguire', 'Kirsten Dunst', 'Alfred Molina']",Stan Lee,/title/tt0316654/
Transformers: The Last Knight,"['Action', 'Adventure', 'Sci-Fi']","A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.","['transforming robot', 'racial slur', 'ethnic slur', 'based on toy', 'fifth part', 'sequel', 'arthurian legend', 'knights of the round table', 'england', 'london england']",Michael Bay,"['Matt Holloway', 'Ken Nolan', 'Mark Wahlberg', 'Anthony Hopkins', 'Josh Duhamel']",Art Marcum,/title/tt3371366/
Midnight Run,"['Action', 'Comedy', 'Crime']","A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.","['chicago illinois', 'misanthrope', 'cynicism', 'rivalry', 'gangster', 'escape', 'father daughter relationship', 'pursuit', 'bounty hunter', 'accountant']",Martin Brest,"['Robert De Niro', 'Charles Grodin', 'Yaphet Kotto', 'Martin Brest', 'George Gallo']",George Gallo,/title/tt0095631/
Ip Man: The Awakening,['Action'],Adventures of a young Master Ip in Hong Kong,"['hong kong', 'ip man', 'master ip']",Li Xi Jie,"['Guan-Ying Chen', 'Hao Yan Fei', 'Miao Xie', 'Li Xi Jie', 'Zhang Zhu Lin']",Zhang Zhu Lin,/title/tt21028848/
Overlord,"['Action', 'Horror', 'Sci-Fi']",A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,"['world war two', 'nazi', 'supernatural power', 'nazi occultism', 'secret laboratory', 'year 1944', '1940s', 'zombie', 'soldier', 'german soldier']",Julius Avery,"['Mark L. Smith', 'Jovan Adepo', 'Wyatt Russell', 'Mathilde Ollivier', 'Julius Avery']",Billy Ray,/title/tt4530422/
Dr. No,"['Action', 'Adventure', 'Thriller']",A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,"['british secret service', 'official james bond series', 'jamaica', 'official bond film', 'terrorist plot', 'felix leiter character', 'famous opening theme', '007', 'cia agent', 'west indies']",Terence Young,"['Johanna Harwood', 'Berkely Mather', 'Sean Connery', 'Ursula Andress', 'Bernard Lee']",Richard Maibaum,/title/tt0055928/
Ava,"['Action', 'Drama', 'Thriller']","Ava is a deadly assassin who works for a black ops organization, traveling the globe specializing in high profile hits. When a job goes dangerously wrong she is forced to fight for her own survival.","['murder', 'one woman army', 'tough girl', 'assassin', 'female assassin', 'gun', 'shooting', 'gunfight', 'mother daughter relationship', 'sister sister relationship']",Tate Taylor,"['Jessica Chastain', 'John Malkovich', 'Common', 'Tate Taylor', 'Matthew Newton']",Matthew Newton,/title/tt8784956/
Conan the Barbarian,"['Action', 'Adventure', 'Fantasy']","A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom.","['evil sorcerer', 'warlord', 'cult', 'cult film', 'sword and sorcery', 'female frontal nudity', 'eating human flesh', 'muscleman', 'bare breasts', 'female nudity']",John Milius,"['John Milius', 'Oliver Stone', 'Arnold Schwarzenegger', 'James Earl Jones', 'Max von Sydow']",Robert E. Howard,/title/tt0082198/
Tomb Raider,"['Action', 'Adventure', 'Fantasy']","Lara Croft (Alicia Vikander), the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft (Dominic West) disappeared.","['clasp knife', 'based on video game', 'chase', 'female protagonist', 'jungle', 'cave', 'pistol', 'machine gun', 'survival', 'island']",Roar Uthaug,"['Alastair Siddons', 'Evan Daugherty', 'Alicia Vikander', 'Dominic West', 'Walton Goggins']",Geneva Robertson-Dworet,/title/tt1365519/
Old Henry,"['Action', 'Drama', 'Western']","An action western about a farmer who takes in an injured man with a satchel of cash. When a posse comes for the money, he must decide who to trust. Defending a siege, he reveals a gunslinging talent calling his true identity into question.","['farmer', 'fake lawman', 'hidden loot', 'gunfight', 'violence', 'torture', 'murder', 'murder by gunshot', 'murdered with a knife', 'hanged man']",Potsy Ponciroli,"['Tim Blake Nelson', 'Scott Haze', 'Gavin Lewis', 'Potsy Ponciroli', 'Potsy Ponciroli']",Potsy Ponciroli,/title/tt12731980/
Harry Potter and the Half-Blood Prince,"['Action', 'Adventure', 'Family']","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.","['witchcraft', 'school of magic', 'hereditary gift of witchcraft', 'murder', 'friendship', 'memory', 'severus snape character', 'sequel', 'magic', 'fire']",David Yates,"['J.K. Rowling', 'Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'David Yates']",Steve Kloves,/title/tt0417741/
